経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０
501490.531,128829.571,13205,005,004,2018,13205,005,004,青梅,東京都　青梅市新町二丁目１３番７,13205,206,11000000000000000,_,S3,111,_,010,015,03,0,都道府県道,東,0200,_,_,_,小売店舗のほかに共同住宅等が見られる商業地域,小作,1000,近商,準防,市街化,_,_,80,300,false,000000000000001111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,282000,265000,250000,228000,210000,194000,177000,171000,171000,183000,183000,170000,164000,161000,159000,159000,160000,162000,163000,164000,164000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501493.119,128463.502,13201,000,057,2018,13201,000,057,八王子,東京都　八王子市楢原町５５５番４,13201,202,10000000000000000,_,W2,101,_,010,012,02,0,都道府県道,北西,0140,_,_,_,一般住宅、店舗等が混在する都道沿いの地域,八王子,5200,2中専,準防,市街化,_,_,60,200,false,000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,105000,105000,105000,104000,103000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000
501495.203,128610.039,13228,000,004,2018,13228,000,004,あきる野,東京都　あきる野市野辺字横吹１１６３番１７,13228,124,10000000000000000,_,W2,101,台形,010,012,02,0,私道,東,0050,_,_,_,一般住宅のほかに畑等が見られる住宅地域,東秋留,900,1低専,_,市街化,_,_,40,80,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,195000,194000,194000,191000,191000,187000,164000,152000,146000,140000,130000,122000,118000,119000,128000,133000,126000,116000,115000,114000,114000,115000,117000,117000,117000,117000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,21000001000001,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501497.770,128755.559,13227,000,004,2018,13227,000,004,羽村,東京都　羽村市羽加美２－１８－７,13227,143,10000000000000000,_,W2,101,台形,010,010,02,0,市区町村道,北,0040,_,_,_,小規模一般住宅が多い既成住宅地域,羽村,1400,1低専,_,市街化,_,_,40,80,false,000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,122000,122000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000
501503.336,128316.130,13201,005,009,2018,13201,005,009,八王子,東京都　八王子市めじろ台四丁目１番３外,13201,925,00000000000000100,建築中,_,111,_,010,012,00,0,市区町村道,北西,0200,_,背面道,_,店舗、マンション等が混在する近隣商業地域,めじろ台,130,近商,準防,市街化,_,_,80,300,false,000001111111111111111111111111111111,0,0,0,0,0,1130000,1130000,1150000,1130000,1070000,890000,700000,620000,540000,470000,427000,382000,335000,308000,281000,253000,243000,238000,242000,260000,270000,255000,243000,237000,234000,232000,232000,232000,232000,232000,232000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10011000000000
501505.602,128388.541,13201,005,010,2018,13201,005,010,八王子,東京都　八王子市横川町１６番３,13201,119,11000000000000100,共同住宅,S3,111,_,010,030,03,0,都道府県道,北,0112,_,_,_,店舗、事務所、住宅等が混在する路線商業地域,西八王子,1200,近商,準防,市街化,_,_,80,200,false,000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000,142000,142000,142000,142000,142000,142000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501512.174,128368.781,13201,000,066,2018,13201,000,066,八王子,東京都　八王子市千人町３－１５－１８,13201,100,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,北西,0060,_,_,_,一般住宅のほかに共同住宅等が見られる地域,西八王子,500,準工,準防,市街化,_,_,60,200,false,000000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184000,188000,200000,209000,193000,186000,182000,180000,180000,181000,185000,188000,191000,193000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501515.056,128436.340,13201,000,030,2018,13201,000,030,八王子,東京都　八王子市楢原町３１８番１７,13201,102,10000000000000000,_,W2,111,_,010,020,02,0,市区町村道,東,0050,_,_,_,一般住宅が増えつつある区画整然とした住宅地域,八王子,4300,1低専,_,市街化,_,_,40,80,false,000000000000000111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209000,182000,160000,140000,120000,110000,103000,100000,100000,105000,107000,100000,97000,96000,95000,95000,95000,95000,95000,95000,95000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,20000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501516.760,128343.112,13201,000,014,2018,13201,000,014,八王子,東京都　八王子市散田町４－３５－１５,13201,207,10000000000000000,_,W2,111,_,010,010,02,0,市区町村道,北,0060,_,_,_,中規模一般住宅が建ち並ぶ高台の閑静な住宅地域,西八王子,1100,1低専,_,市街化,_,_,40,80,false,000000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,128000,123000,121000,120000,121000,122000,123000,123000,123000,123000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501517.315,128352.558,13201,000,054,2018,13201,000,054,八王子,東京都　八王子市散田町３－１５－２３,13201,353,10100000000000100,共同住宅,RC5,111,_,010,015,05,0,市区町村道,北西,0110,_,_,_,一般住宅、店舗、事務所等の混在する住宅地域,西八王子,520,1住居,準防,市街化,_,_,60,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,500000,435000,405000,384000,360000,329000,296000,262000,234000,212000,195000,185000,184000,188000,201000,212000,200000,192000,187000,186000,186000,189000,192000,193000,194000,196000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000001000000,20000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501519.534,128725.908,13227,000,001,2018,13227,000,001,羽村,東京都　羽村市羽東３－１３－１２,13227,165,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,南,0040,_,_,_,低層一般住宅等が見られる既存の住宅地域,羽村,650,1低専,_,市街化,_,_,40,80,false,000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154000,148000,144000,145000,158000,158000,148000,141000,139000,137000,137000,139000,140000,141000,141000,141000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501519.540,128309.355,13201,000,047,2018,13201,000,047,八王子,東京都　八王子市めじろ台二丁目４５番１４,13201,219,10000000000000000,_,LS2,111,_,010,012,02,0,市区町村道,南西,0060,_,_,_,中規模一般住宅が多い区画整然とした住宅地域,めじろ台,500,1低専,_,市街化,_,_,40,80,true,000000011111111111111111111111111111,0,0,0,0,0,0,0,495000,490000,430000,380000,340000,303000,290000,280000,261000,230000,202000,197000,189000,184000,177000,171000,171000,178000,181000,160000,145000,142000,141000,141000,142000,142000,143000,143000,143000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501519.946,128878.538,13205,000,008,2018,13205,000,008,青梅,東京都　青梅市今井三丁目３０番５５,13205,120,10000000000000000,_,W2,111,_,010,012,02,0,市区町村道,北西,0060,_,_,_,一般住宅のほかに共同住宅等が見られる住宅地域,小作,3000,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,95300,95300,94300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000
501520.934,128297.431,13201,000,043,2018,13201,000,043,八王子,東京都　八王子市椚田町５３３番１７,13201,142,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,北,0060,_,_,_,一般住宅のほかにアパートが見られる住宅地域,めじろ台,850,1低専,準防,市街化,_,_,50,100,false,000001111111111111111111111111111111,0,0,0,0,0,415000,400000,400000,400000,360000,320000,303000,291000,275000,266000,245000,220000,196000,180000,165000,161000,158000,156000,158000,165000,168000,150000,143000,141000,140000,140000,141000,142000,142000,142000,142000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001100000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501525.246,128865.650,13205,009,002,2018,13205,009,002,青梅,東京都　青梅市今井三丁目４番２２,13205,1769,00100010000000000,_,_,101,_,015,010,00,0,市区町村道,東,0080,_,_,_,中小規模の工場、倉庫が建ち並ぶ工業地域,小作,2900,工業,準防,市街化,_,_,60,200,false,000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70500,71000,72400,72800,79000,84500,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000
501526.090,128805.103,13205,009,001,2018,13205,009,001,青梅,東京都　青梅市末広町一丁目４番３,13205,3305,00100011000000000,_,_,111,_,010,012,00,0,市区町村道,北東,0080,_,_,_,中規模の工場等が建ち並ぶ工業地域,小作,1300,工専,準防,市街化,_,_,60,200,false,000000000000000001111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131000,119000,102000,83000,68000,65000,65000,70000,73000,70000,68000,67000,65000,65000,65500,66900,67400,70800,74000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10011000000000,10000000000000,10000000000000
501527.392,128897.991,13205,000,016,2018,13205,000,016,青梅,東京都　青梅市今井二丁目１２３０番３,13205,220,10000000000000000,_,W2,101,台形,010,015,02,0,市区町村道,南東,0055,_,_,_,一般住宅、小工場が見られる農地の多い住宅地域,小作,3700,_,_,調区,_,_,40,80,false,000000001111111111111111111111111111,0,0,0,0,0,0,0,0,152000,144000,137000,130000,129000,127000,123000,118000,102000,92000,84000,77000,71000,65000,62000,61000,61000,61000,57800,55000,54000,52500,52400,52400,52000,51700,51700,51300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,20000000000000,10000100000000,10000000000000,10000000000011,10000000000000,10000000000011,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501530.173,128368.609,13201,005,006,2018,13201,005,006,八王子,東京都　八王子市千人町２－２－１５,13201,155,01100000000000000,_,SRC8,111,_,010,015,08,0,市区町村道,北西,0073,_,_,_,店舗、店舗兼事務所が多い駅前背後の商業地域,西八王子,280,商業,防火,市街化,_,_,80,600,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315000,318000,320000,322000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000
501530.731,128651.255,13228,000,005,2018,13228,000,005,あきる野,東京都　あきる野市草花字台下タ１３２６番１４,13228,118,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,東,0040,_,_,_,一般住宅の中にアパートが見られる住宅地域,福生,1700,1低専,_,市街化,_,_,40,80,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,190000,187000,187000,186000,186000,182000,155000,138000,125000,116000,106000,102000,100000,100000,106000,111000,105000,98000,97000,96000,96000,96500,97500,98000,98000,98000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10100100000000,21000001000001,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501530.804,128272.227,13201,000,044,2018,13201,000,044,八王子,東京都　八王子市寺田町１３番２０,13201,230,10000000000000000,_,W2,111,_,010,010,02,0,市区町村道,北西,0050,_,_,_,中規模一般住宅が建ち並ぶ住宅地域,めじろ台,1700,1低専,_,市街化,_,_,40,80,false,000001111111111111111111111111111111,0,0,0,0,0,245000,242000,242000,242000,234000,210000,210000,210000,208000,205000,192000,168000,150000,135000,122000,115000,110000,108000,110000,117000,120000,112000,107000,105000,104000,103000,103000,103000,103000,103000,103000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000011,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501533.955,128747.029,13227,005,001,2018,13227,005,001,羽村,東京都　羽村市緑ヶ丘一丁目１４番４,13227,196,01100000000000000,_,S3,101,_,010,015,03,0,市区町村道,南西,0160,_,_,_,店舗と事務所等が見られる街路沿いの商業地域,羽村,650,近商,準防,市街化,_,_,80,300,true,000000000000000000000000000111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179000,175000,172000,172000,174000,176000,177000,178000,179000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,11000000000000,10000000000000
501534.877,128411.073,13201,000,018,2018,13201,000,018,八王子,東京都　八王子市中野上町４－２６－１９,13201,126,10000000000000000,_,LS3,111,_,010,010,03,0,市区町村道,北,0040,_,_,_,一般住宅、アパート等が見られる住宅地域,西八王子,1800,1中専,準防,市街化,_,_,60,200,false,000000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133000,125000,119000,117000,118000,125000,128000,118000,113000,111000,110000,110000,111000,112000,113000,113000,113000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501535.842,128349.011,13201,000,015,2018,13201,000,015,八王子,東京都　八王子市散田町１－１２－３,13201,175,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,南,0040,_,_,_,一般住宅の中にアパートが見られる住宅地域,西八王子,700,1住居,準防,市街化,_,_,60,200,false,111111111111111111111111111111111111,170000,173000,178000,189000,419000,419000,395000,403000,403000,380000,325000,307000,300000,287000,275000,250000,224000,202000,180000,160000,148000,141000,138000,141000,154000,160000,149000,144000,142000,141000,141000,142000,143000,144000,145000,146000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501537.789,128447.404,13201,000,062,2018,13201,000,062,八王子,東京都　八王子市中野町２７４０番１,13201,150,10000000000000000,_,W2,101,_,015,010,02,0,市区町村道,南東,0160,_,_,_,住宅、店舗、事業所等が混在する住宅地域,八王子,4500,1中専,準防,市街化,_,_,60,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,335000,302000,293000,270000,263000,243000,223000,196000,173000,150000,138000,131000,128000,128000,133000,135000,124000,119000,116000,115000,115000,115000,115000,116000,115000,115000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000110000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501545.471,128578.129,13201,000,071,2018,13201,000,071,八王子,東京都　八王子市高月町１２３７番５,13201,208,10000000000000000,_,W2,101,_,010,015,02,0,都道府県道,北東,0072,_,_,_,一般住宅、農家住宅のほか農地等が見られる地域,東秋留,1500,_,_,調区,_,_,40,80,false,000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,54000,53500,53500,53500,53500,53500,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501549.817,128717.253,13227,000,002,2018,13227,000,002,羽村,東京都　羽村市神明台一丁目１５番５外,13227,163,10000000000000000,_,W2,101,_,012,010,02,0,市区町村道,南西,0060,_,_,_,一般住宅等が建ち並ぶ区画整然とした住宅地域,羽村,500,1中専,準防,市街化,_,_,60,200,false,111111111111111111111111111111111111,162000,165000,168000,171000,260000,383000,374000,383000,383000,353000,315000,299000,296000,288000,283000,270000,240000,229000,215000,210000,198000,190000,186000,190000,208000,208000,191000,180000,177000,174000,175000,178000,181000,182000,183000,184000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,21000000000000,10000000000000,10000000000000,10000000000000,11000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501551.098,128328.884,13201,000,008,2018,13201,000,008,八王子,東京都　八王子市山田町１６３２番１,13201,118,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,北西,0055,_,_,_,中小規模一般住宅が建ち並ぶ住宅地域,山田,400,1低専,_,市街化,_,_,40,80,false,000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,138000,139000,140000,140000,141000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501551.857,128350.822,13201,000,016,2018,13201,000,016,八王子,東京都　八王子市台町２－２０－４,13201,165,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,南西,0060,_,_,_,一般住宅のほか共同住宅等が見られる住宅地域,西八王子,900,2中専,準防,市街化,_,_,60,200,false,000000001111111111111111111111111111,0,0,0,0,0,0,0,0,490000,420000,360000,317000,302000,287000,277000,265000,239000,217000,195000,187000,182000,180000,179000,184000,198000,206000,190000,183000,180000,179000,181000,184000,186000,187000,189000,190000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
